Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;18068;Nº Da Autorização/Licença Sisbio: 14637, Projeto: Programa De Monitoramento De Longa Duração Da População De Onça-Pintada E Onça-Parda Na Região Do Parque Nacional Das Emas E Entorno E Corredor Araguaia;02/04/2010;03/04/2010 a 05/06/2010;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;55;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Das Emas;Brasil;GO;Mineiros;Espécie não Sensível;-18.566944;-52.940833;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;18087;Nº Da Autorização/Licença Sisbio: 14637, Projeto: Programa De Monitoramento De Longa Duração Da População De Onça-Pintada E Onça-Parda Na Região Do Parque Nacional Das Emas E Entorno E Corredor Araguaia;05/06/2008;06/06/2008 a 03/09/2008;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;107;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Das Emas;Brasil;GO;Mineiros;Espécie não Sensível;-18.566944;-52.940833;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;18090;Nº Da Autorização/Licença Sisbio: 14637, Projeto: Programa De Monitoramento De Longa Duração Da População De Onça-Pintada E Onça-Parda Na Região Do Parque Nacional Das Emas E Entorno E Corredor Araguaia;08/08/2009;09/08/2009 a 09/09/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;65;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Das Emas;Brasil;GO;Mineiros;Espécie não Sensível;-18.566944;-52.940833;Sem Informações;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Peter Gransden Crawshaw Junior;166339;Nº Da Autorização/Licença Sisbio: 29317, Projeto: Ecologia De Felinos Em Mata Atlântica Costeira;19/05/2012;20/05/2012 a 20/05/2012;19/08/2015;Panthera onca;Onça-pintada;Panthera onca;species;500;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Estadual Da Serra Do Mar;Brasil;SP;Sao Luis Do Paraitinga;Espécie não Sensível;-23.352219;-45.131942;Coordenada aproximada;Sem Informações;Depositado em banco de amostras biológicas
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Micheline Vergara Da Silva;200510;Nº Da Autorização/Licença Sisbio: 22666, Projeto: Estudo Populacional De Onça-Pintada (Panthera Onca) Na Estação Ecológica De Maracá-Jipioca, Amapá/Ap;14/01/2010;15/01/2010 a 15/01/2010;09/09/2013;Panthera onca;Onça-pintada;Panthera onca;species;14;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Estação Ecológica De Maracá-Jipioca;Brasil;AP;Sem Informações;Espécie não Sensível;2.088267;-50.485653;Coordenada de referência da área amostrada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Micheline Vergara Da Silva;200511;Nº Da Autorização/Licença Sisbio: 22666, Projeto: Estudo Populacional De Onça-Pintada (Panthera Onca) Na Estação Ecológica De Maracá-Jipioca, Amapá/Ap;14/01/2010;15/01/2010 a 15/01/2010;09/09/2013;Panthera onca;Onça-pintada;Panthera onca;species;62;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Estação Ecológica De Maracá-Jipioca;Brasil;AP;Sem Informações;Espécie não Sensível;2.088267;-50.485653;Coordenada de referência da área amostrada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;193597;Nº Da Autorização/Licença Sisbio: 11028, Projeto: Avaliação Ecológica Rápida Para Subsidiar O Planejamento Estratégico Do Mosaico De Ucs ?Terra Do Meio?;03/12/2010;04/12/2010 a 04/12/2010;18/09/2015;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Estação Ecológica Da Terra Do Meio;Brasil;PA;Sem Informações;Espécie não Sensível;-5.774409;-52.618804;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;193851;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;29/10/2011;30/10/2011 a 30/10/2011;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Refugio Ecologico Caiman;Brasil;MS;Miranda;Espécie não Sensível;-19.951199;-56.301433;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;193852;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;31/10/2011;01/11/2011 a 01/11/2011;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Refugio Ecologico Caiman;Brasil;MS;Miranda;Espécie não Sensível;-19.966652;-56.273758;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;193853;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;03/04/2012;04/04/2012 a 04/04/2012;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Refugio Ecologico Caiman;Brasil;MS;Miranda;Espécie não Sensível;-19.92732;-56.25115;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;193854;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;03/06/2012;04/06/2012 a 04/06/2012;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Refugio Ecologico Caiman;Brasil;MS;Miranda;Espécie não Sensível;-19.95379;-56.294623;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Ana Cristina Mendes De Oliveira;194171;Nº Da Autorização/Licença Sisbio: 29783, Projeto: Caracterização Da Caça De Subsistência Praticada Em Duas Aldeias Da Etnia Zoró (Pangyjej), Na Terra Indígena Zoró, Mato-Grosso, Brasil.;01/08/2011;02/08/2011 a 30/10/2011;18/09/2017;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Terra Indigena Zoró;Brasil;MT;Rondolandia;Espécie não Sensível;-10.460917;-60.961944;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Ana Cristina Mendes De Oliveira;19432;Nº Da Autorização/Licença Sisbio: 17125, Projeto: Caracterização Do Uso Da Fauna Cinegética E O Consumo De Proteína Animal Em Uma Aldeia Das Etnias Wayana E Aparai Na Terra Indígena Parque Do Tumucumaque, Pará.;01/03/2008;02/03/2008 a 02/04/2008;04/12/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Montanhas Do Tumucumaque;Brasil;PA;Almeirim;Espécie não Sensível;-1.523333;-52.581667;Sem Informações;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Peter Gransden Crawshaw Junior;169551;Nº Da Autorização/Licença Sisbio: 18699, Projeto: Ecologia Da Onça-Pintada Em Área Livre Da Influência Da Pecuária No Pantanal;26/06/2011;27/06/2011 a 27/06/2011;03/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;0;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Rppn Acurizal;Brasil;MS;Corumba;Espécie não Sensível;-17.837222;-57.350833;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Peter Gransden Crawshaw Junior;169614;Nº Da Autorização/Licença Sisbio: 18699, Projeto: Ecologia Da Onça-Pintada Em Área Livre Da Influência Da Pecuária No Pantanal;25/06/2011;26/06/2011 a 26/06/2011;03/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;0;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Rppn Acurizal;Brasil;MS;Corumba;Espécie não Sensível;-17.832222;-57.553333;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Peter Gransden Crawshaw Junior;169616;Nº Da Autorização/Licença Sisbio: 18699, Projeto: Ecologia Da Onça-Pintada Em Área Livre Da Influência Da Pecuária No Pantanal;22/06/2011;23/06/2011 a 23/06/2011;03/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;0;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Rppn Acurizal;Brasil;MS;Corumba;Espécie não Sensível;-17.837222;-57.350833;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Peter Gransden Crawshaw Junior;169777;Nº Da Autorização/Licença Sisbio: 18699, Projeto: Ecologia Da Onça-Pintada Em Área Livre Da Influência Da Pecuária No Pantanal;07/07/2010;08/07/2010 a 08/07/2010;03/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;0;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Rppn Acurizal;Brasil;MS;Corumba;Espécie não Sensível;-17.858056;-57.403333;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Peter Gransden Crawshaw Junior;169778;Nº Da Autorização/Licença Sisbio: 18699, Projeto: Ecologia Da Onça-Pintada Em Área Livre Da Influência Da Pecuária No Pantanal;10/07/2010;11/07/2010 a 11/07/2010;03/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;0;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Rppn Acurizal;Brasil;MS;Corumba;Espécie não Sensível;-17.863333;-57.432222;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Alcides Ricieri Rinaldi;17038;Nº Da Autorização/Licença Sisbio: 12200, Projeto: Ecologia, Comportamento E Conservação De Gato-Maracajá Leopardus Wiedii (Schniz, 1821) Em Remanescentes De Mata Atlântica, No Oeste Do Estado Do Paraná, Brasil.;18/10/2005;19/10/2005 a 19/10/2005;04/12/2013;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Do Iguaçu;Brasil;PR;Ceu Azul;Espécie não Sensível;-25.145;-53.793333;Sem Informações;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Alcides Ricieri Rinaldi;17105;Nº Da Autorização/Licença Sisbio: 12200, Projeto: Ecologia, Comportamento E Conservação De Gato-Maracajá Leopardus Wiedii (Schniz, 1821) Em Remanescentes De Mata Atlântica, No Oeste Do Estado Do Paraná, Brasil.;05/09/2002;06/09/2002 a 06/09/2002;04/12/2013;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Do Iguaçu;Brasil;PR;Foz Do Iguacu;Espécie não Sensível;-25.6475;-54.444167;Sem Informações;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Alcides Ricieri Rinaldi;17123;Nº Da Autorização/Licença Sisbio: 12200, Projeto: Ecologia, Comportamento E Conservação De Gato-Maracajá Leopardus Wiedii (Schniz, 1821) Em Remanescentes De Mata Atlântica, No Oeste Do Estado Do Paraná, Brasil.;03/04/2005;04/04/2005 a 04/04/2005;04/12/2013;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Do Iguaçu;Brasil;PR;Serranopolis Do Iguacu;Espécie não Sensível;-25.478611;-54.023611;Sem Informações;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernanda Michalski;16059;Nº Da Autorização/Licença Sisbio: 12097, Projeto: Respostas Ecologicas De Mamiferos De Medio E Grande Porte A Mudancas Na Estrutura Da Paisagem Na Floresta Amazonica, Brasil;30/09/2007;01/10/2007 a 01/12/2007;03/12/2013;Panthera onca;Onça-pintada;Panthera onca;species;6;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Na Margem Sul Do Rio Teles Pires;Brasil;MT;Alta Floresta;Espécie não Sensível;-9.883333;-56.466667;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernanda Michalski;16073;Nº Da Autorização/Licença Sisbio: 12097, Projeto: Respostas Ecologicas De Mamiferos De Medio E Grande Porte A Mudancas Na Estrutura Da Paisagem Na Floresta Amazonica, Brasil;17/01/2008;18/01/2008 a 18/03/2008;03/12/2013;Panthera onca;Onça-pintada;Panthera onca;species;12;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Na Margem Sul Do Rio Teles Pires;Brasil;MT;Alta Floresta;Espécie não Sensível;-9.883333;-56.466667;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernanda Michalski;16077;Nº Da Autorização/Licença Sisbio: 12097, Projeto: Respostas Ecologicas De Mamiferos De Medio E Grande Porte A Mudancas Na Estrutura Da Paisagem Na Floresta Amazonica, Brasil;03/04/2008;04/04/2008 a 04/06/2008;03/12/2013;Panthera onca;Onça-pintada;Panthera onca;species;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Na Margem Sul Do Rio Teles Pires;Brasil;MT;Alta Floresta;Espécie não Sensível;-9.883333;-56.466667;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernanda Michalski;16080;Nº Da Autorização/Licença Sisbio: 12097, Projeto: Respostas Ecologicas De Mamiferos De Medio E Grande Porte A Mudancas Na Estrutura Da Paisagem Na Floresta Amazonica, Brasil;14/07/2008;15/07/2008 a 15/09/2008;03/12/2013;Panthera onca;Onça-pintada;Panthera onca;species;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Na Margem Sul Do Rio Teles Pires;Brasil;MT;Alta Floresta;Espécie não Sensível;-9.883333;-56.466667;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Leandro Silveira;22354;Nº Da Autorização/Licença Sisbio: 11628, Projeto: Programa De Monitoramento Da População De Onça-Pintada Do Parque Estadual Do Cantão E Entorno;01/06/2007;02/06/2007 a 30/06/2007;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Estadual Do Cantão;Brasil;PA;Santana Do Araguaia;Espécie não Sensível;-9.36;-50.03;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Leandro Silveira;22359;Nº Da Autorização/Licença Sisbio: 11628, Projeto: Programa De Monitoramento Da População De Onça-Pintada Do Parque Estadual Do Cantão E Entorno;02/09/2009;03/09/2009 a 21/11/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;89;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Entorno Do Parque Estadual Do Cantão;Brasil;PA;Santana Do Araguaia;Espécie não Sensível;-9.3;-50.049719;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Leandro Silveira;22403;Nº Da Autorização/Licença Sisbio: 11628, Projeto: Programa De Monitoramento Da População De Onça-Pintada Do Parque Estadual Do Cantão E Entorno;01/06/2007;02/06/2007 a 30/06/2007;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;24;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Entorno Do Parque Estadual Do Cantão;Brasil;PA;Santana Do Araguaia;Espécie não Sensível;-9.3;-50.049719;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Leandro Silveira;23835;Nº Da Autorização/Licença Sisbio: 13781, Projeto: Programa De Monitoramento De Longa Duração Da População De Onças-Pintadas E Suas Presas Naturais No Parque Nacional Da Serra Da Capivara, Parque Nacional Serra Das Confusões, Parque Nacional Das Nascentes;07/09/2009;08/09/2009 a 01/12/2009;04/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;241;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Da Capivara;Brasil;PI;Coronel Jose Dias;Espécie não Sensível;-8.775278;-42.537222;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Leandro Silveira;23836;Nº Da Autorização/Licença Sisbio: 13781, Projeto: Programa De Monitoramento De Longa Duração Da População De Onças-Pintadas E Suas Presas Naturais No Parque Nacional Da Serra Da Capivara, Parque Nacional Serra Das Confusões, Parque Nacional Das Nascentes;04/02/2007;05/02/2007 a 01/05/2007;04/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;124;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Da Capivara;Brasil;PI;Coronel Jose Dias;Espécie não Sensível;-8.775278;-42.537222;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Leandro Silveira;23837;Nº Da Autorização/Licença Sisbio: 13781, Projeto: Programa De Monitoramento De Longa Duração Da População De Onças-Pintadas E Suas Presas Naturais No Parque Nacional Da Serra Da Capivara, Parque Nacional Serra Das Confusões, Parque Nacional Das Nascentes;18/02/2007;19/02/2007 a 10/05/2007;04/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Das Confusões;Brasil;PI;Caracol;Espécie não Sensível;-9.080278;-43.4125;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Daniel Luis Zanella Kantek;21416;Nº Da Autorização/Licença Sisbio: 30896, Projeto: Ataques De Onça-Pintada A Humanos No Pantanal Norte: Avaliação Das Causas E Consequências À População Silvestre E Humana;03/10/2011;04/10/2011 a 02/12/2011;13/12/2011;Panthera onca;Onça-pintada;Panthera onca;species;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Estação Ecológica De Taiamã;Brasil;MT;Caceres;Espécie não Sensível;-16.843028;-57.584972;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Daniel Luis Zanella Kantek;21449;Nº Da Autorização/Licença Sisbio: 30896, Projeto: Ataques De Onça-Pintada A Humanos No Pantanal Norte: Avaliação Das Causas E Consequências À População Silvestre E Humana;03/10/2011;04/10/2011 a 02/12/2011;13/12/2011;Panthera onca;Onça-pintada;Panthera onca;species;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Estação Ecológica De Taiamã;Brasil;MT;Caceres;Espécie não Sensível;-16.843028;-57.584972;Sem Informações;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Daniel Luis Zanella Kantek;21450;Nº Da Autorização/Licença Sisbio: 30896, Projeto: Ataques De Onça-Pintada A Humanos No Pantanal Norte: Avaliação Das Causas E Consequências À População Silvestre E Humana;03/10/2011;04/10/2011 a 02/12/2011;13/12/2011;Panthera onca;Onça-pintada;Panthera onca;species;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Estação Ecológica De Taiamã;Brasil;MT;Caceres;Espécie não Sensível;-16.843028;-57.584972;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Orlando Tobias Silveira;214638;Nº Da Autorização/Licença Sisbio: 18057, Projeto: Diagnóstico De Fauna Na Região Do Interflúvio Mamuru-Arapiuns, Pará, Brasil;31/08/2009;01/09/2009 a 30/10/2009;11/11/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Região Do Interflúvio Entre Os Rios Mamuru E Arapiuns;Brasil;PA;Aveiro;Espécie não Sensível;-3.36135;-56.41509;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Anne-Sophie Bertrand;23616;Nº Da Autorização/Licença Sisbio: 13299, Projeto: Resposta Da Onça-Parda (Puma Concolor) Às Atividades Humanas No Parque Nacional Do Iguaçu, Brasil;14/04/2009;15/04/2009 a 03/07/2009;24/01/2013;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Do Iguaçu;Brasil;PR;Foz Do Iguacu;Espécie não Sensível;-25.6132;-54.494142;Sem Informações;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Peter Gransden Crawshaw Junior;212745;Nº Da Autorização/Licença Sisbio: 10520, Projeto: Situação Dos Carnívoros No Parque Nacional Da Serra Da Bocaina, Rj/Sp, Com Ênfase Na Onça-Pintada (Panthera Onca);18/01/2009;19/01/2009 a 19/01/2009;26/09/2014;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Da Bocaina;Brasil;SP;Sem Informações;Espécie não Sensível;-22.887722;-44.617083;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Daniela Pedrassani;429419;Nº Da Autorização/Licença Sisbio: 36972, Projeto: Detecção De Endoparasitas Em Animais De Zoológicos Em Santa Catarina;19/02/2012;20/02/2012 a 28/02/2012;27/10/2014;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Zoo Pomerode;Brasil;SC;Pomerode;Espécie não Sensível;-26.73885;-49.178933;Coordenada aproximada;Sem Informações;Descartado
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;379809;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;19/11/2012;20/11/2012 a 20/11/2012;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Amanã;Brasil;AM;Maraa;Espécie não Sensível;-2.7224;-64.63835;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
